localhost:9200/cloplag_lo_lmdirichlet/src, norm: 2, 4-ngram = false, DFS=true
guessword$0_orig$GuessWord.java,7
guessword$1_artifice$GuessWord.java,6
guessword$test_0_orig_no_krakatau$GuessWord.java,6
guessword$test_0_orig_no_procyon$GuessWord.java,6
guessword$test_0_orig_pg_krakatau$GuessWord.java,6
guessword$test_0_orig_pg_procyon$GuessWord.java,6
guessword$test_1_artifice_no_krakatau$GuessWord.java,6
guessword$test_1_artifice_no_procyon$GuessWord.java,6
guessword$test_1_artifice_pg_krakatau$GuessWord.java,6
guessword$test_1_artifice_pg_procyon$GuessWord.java,6
hanoi$0_orig$Main.java,7
hanoi$1_artifice$Main.java,6
hanoi$test_0_orig_no_krakatau$Main.java,6
hanoi$test_0_orig_no_procyon$Main.java,8
hanoi$test_0_orig_pg_krakatau$Main.java,7
hanoi$test_0_orig_pg_procyon$Main.java,8
hanoi$test_1_artifice_no_krakatau$Main.java,4
hanoi$test_1_artifice_no_procyon$Main.java,6
hanoi$test_1_artifice_pg_krakatau$Main.java,7
hanoi$test_1_artifice_pg_procyon$Main.java,8
InfixConverter$0_orig$InfixConverter.java,7
InfixConverter$1_artifice$InfixConverter.java,7
InfixConverter$test_0_orig_no_krakatau$InfixConverter.java,6
InfixConverter$test_0_orig_no_procyon$InfixConverter.java,8
InfixConverter$test_0_orig_pg_krakatau$InfixConverter.java,6
InfixConverter$test_0_orig_pg_procyon$InfixConverter.java,10
InfixConverter$test_1_artifice_no_krakatau$InfixConverter.java,6
InfixConverter$test_1_artifice_no_procyon$InfixConverter.java,8
InfixConverter$test_1_artifice_pg_krakatau$InfixConverter.java,6
InfixConverter$test_1_artifice_pg_procyon$InfixConverter.java,10
intersection$0_orig$Intersection.java,4
intersection$1_artifice$Intersection.java,5
intersection$test_0_orig_no_krakatau$Intersection.java,5
intersection$test_0_orig_no_procyon$Intersection.java,7
intersection$test_0_orig_pg_krakatau$Intersection.java,5
intersection$test_0_orig_pg_procyon$Intersection.java,5
intersection$test_1_artifice_no_krakatau$Intersection.java,5
intersection$test_1_artifice_no_procyon$Intersection.java,5
intersection$test_1_artifice_pg_krakatau$Intersection.java,5
intersection$test_1_artifice_pg_procyon$Intersection.java,5
kaprekar$0_orig$Kaprekar_Transformation.java,7
kaprekar$1_artifice$Kaprekar_Transformation.java,6
kaprekar$test_0_orig_no_krakatau$Kaprekar_Transformation.java,10
kaprekar$test_0_orig_no_procyon$Kaprekar_Transformation.java,6
kaprekar$test_0_orig_pg_krakatau$Kaprekar_Transformation.java,10
kaprekar$test_0_orig_pg_procyon$Kaprekar_Transformation.java,6
kaprekar$test_1_artifice_no_krakatau$Kaprekar_Transformation.java,10
kaprekar$test_1_artifice_no_procyon$Kaprekar_Transformation.java,6
kaprekar$test_1_artifice_pg_krakatau$Kaprekar_Transformation.java,10
kaprekar$test_1_artifice_pg_procyon$Kaprekar_Transformation.java,6
queens$0_orig$EightQueens.java,10
queens$1_artifice$EightQueens.java,10
queens$test_0_orig_no_krakatau$EightQueens.java,10
queens$test_0_orig_no_procyon$EightQueens.java,10
queens$test_0_orig_pg_krakatau$EightQueens.java,10
queens$test_0_orig_pg_procyon$EightQueens.java,10
queens$test_1_artifice_no_krakatau$EightQueens.java,10
queens$test_1_artifice_no_procyon$EightQueens.java,10
queens$test_1_artifice_pg_krakatau$EightQueens.java,10
queens$test_1_artifice_pg_procyon$EightQueens.java,10
SqrtAlgorithm$0_orig$SqrtAlgorithm.java,7
SqrtAlgorithm$1_artifice$SqrtAlgorithm.java,5
SqrtAlgorithm$test_0_orig_no_krakatau$SqrtAlgorithm.java,9
SqrtAlgorithm$test_0_orig_no_procyon$SqrtAlgorithm.java,9
